,0
0,ArticularyWordRecognition
1,0.9866666666666667
2,0.9866666666666667
3,0.98
4,0.9766666666666667
5,0.9766666666666667
6,0.9766666666666667
7,0.98
8,0.9866666666666667
9,0.9766666666666667
10,0.98
