accuracy,loss,val_accuracy,val_loss,learning_rate
0.43518519401550293,6.505068778991699,0.30000001192092896,9.827041625976562,0.0010000000474974513
0.8148148059844971,2.5277576446533203,0.6000000238418579,3.075972080230713,0.0010000000474974513
0.9074074029922485,1.5722318887710571,0.8999999761581421,0.2680121660232544,0.0010000000474974513
0.9814814925193787,0.6937236785888672,1.0,0.02013724483549595,0.0010000000474974513
0.9722222089767456,0.4180888235569,1.0,0.015478581190109253,0.0010000000474974513
0.9907407164573669,0.3168503940105438,1.0,0.003754093311727047,0.0010000000474974513
0.9722222089767456,0.4449538290500641,1.0,0.0010519222123548388,0.0010000000474974513
0.9907407164573669,0.14437004923820496,1.0,0.0031896145083010197,0.0010000000474974513
1.0,0.13119526207447052,1.0,0.0005759085761383176,0.0010000000474974513
1.0,0.07818220555782318,1.0,0.0005677022854797542,0.0010000000474974513
1.0,0.069917693734169,1.0,0.0009350965265184641,0.0010000000474974513
1.0,0.04241199046373367,1.0,0.001127373892813921,0.0010000000474974513
1.0,0.02851801924407482,1.0,0.0006443497259169817,0.0010000000474974513
1.0,0.019018743187189102,1.0,0.0006219047936610878,0.0010000000474974513
1.0,0.06285960972309113,1.0,0.0005817195633426309,0.0010000000474974513
1.0,0.060805387794971466,1.0,0.0012001373106613755,0.0010000000474974513
0.9907407164573669,0.09895731508731842,1.0,0.004990518093109131,0.0010000000474974513
0.9722222089767456,0.4039706587791443,1.0,0.004074142314493656,0.0010000000474974513
0.9444444179534912,0.48065561056137085,1.0,0.0009435577085241675,0.0010000000474974513
0.9814814925193787,0.16935420036315918,1.0,0.0012891048099845648,0.0010000000474974513
1.0,0.07449785619974136,1.0,0.0007562314858660102,0.0010000000474974513
1.0,0.03942490369081497,1.0,0.00039127684431150556,0.0010000000474974513
1.0,0.04415673762559891,1.0,0.00032193068182095885,0.0010000000474974513
0.9907407164573669,0.0948859453201294,1.0,0.0006214872119016945,0.0010000000474974513
1.0,0.07038850337266922,1.0,0.0014737214660272002,0.0010000000474974513
0.9907407164573669,0.08378105610609055,1.0,0.0007553035393357277,0.0010000000474974513
1.0,0.07280580699443817,1.0,0.0005787813570350409,0.0010000000474974513
1.0,0.013751189224421978,1.0,0.0004964129766449332,0.0010000000474974513
1.0,0.013354933820664883,1.0,0.00037887555663473904,0.0010000000474974513
1.0,0.01047294307500124,1.0,0.00034643436083570123,0.0010000000474974513
1.0,0.01442178338766098,1.0,0.00032945757266134024,0.0010000000474974513
1.0,0.008576341904699802,1.0,0.00030253708246164024,0.0010000000474974513
1.0,0.005649273749440908,1.0,0.00025736010866239667,0.0010000000474974513
1.0,0.0057150209322571754,1.0,0.00024541362654417753,0.0010000000474974513
1.0,0.00385933555662632,1.0,0.0002174309775000438,0.0010000000474974513
1.0,0.0038041681982576847,1.0,0.00020727876108139753,0.0010000000474974513
1.0,0.003816615091636777,1.0,0.00020479847444221377,0.0010000000474974513
1.0,0.003608420491218567,1.0,0.00020053019397892058,0.0010000000474974513
1.0,0.004108951892703772,1.0,0.0001905713725136593,0.0010000000474974513
1.0,0.0032161881681531668,1.0,0.00019101805810350925,0.0010000000474974513
1.0,0.0026839575730264187,1.0,0.00019306616741232574,0.0010000000474974513
1.0,0.004733451176434755,1.0,0.00018970666860695928,0.0010000000474974513
1.0,0.002862717257812619,1.0,0.000190748309250921,0.0010000000474974513
1.0,0.002343046013265848,1.0,0.00018065518816001713,0.0010000000474974513
1.0,0.0025663028936833143,1.0,0.0001765881897881627,0.0010000000474974513
1.0,0.0038269839715212584,1.0,0.0001571096363477409,0.0010000000474974513
1.0,0.003069720696657896,1.0,0.00015049506328068674,0.0010000000474974513
1.0,0.0033314258325845003,1.0,0.00014377573097590357,0.0010000000474974513
1.0,0.002453267341479659,1.0,0.0001381216134177521,0.0010000000474974513
1.0,0.003364787669852376,1.0,0.00012431068171281368,0.0010000000474974513
1.0,0.0014511855551972985,1.0,0.00011647400970105082,0.0010000000474974513
1.0,0.002796618267893791,1.0,9.918356954585761e-05,0.0010000000474974513
1.0,0.0014444945845752954,1.0,9.493723337072879e-05,0.0010000000474974513
1.0,0.0015031825751066208,1.0,9.273206524085253e-05,0.0010000000474974513
1.0,0.0024095282424241304,1.0,9.127195517066866e-05,0.0010000000474974513
1.0,0.0014335319865494967,1.0,8.744279330130666e-05,0.0010000000474974513
1.0,0.001998231979086995,1.0,8.39190324768424e-05,0.0010000000474974513
1.0,0.0018325143028050661,1.0,7.636492955498397e-05,0.0010000000474974513
1.0,0.005289354361593723,1.0,7.270702189998701e-05,0.0010000000474974513
1.0,0.002049142261967063,1.0,9.260424849344417e-05,0.0010000000474974513
1.0,0.001268704072572291,1.0,9.78777970885858e-05,0.0010000000474974513
1.0,0.001331017934717238,1.0,9.19859012356028e-05,0.0010000000474974513
1.0,0.0012211629655212164,1.0,8.401535160373896e-05,0.0010000000474974513
1.0,0.0008519190596416593,1.0,7.935950998216867e-05,0.0010000000474974513
1.0,0.0009346983279101551,1.0,7.806331996107474e-05,0.0010000000474974513
1.0,0.0011284267529845238,1.0,7.550061127403751e-05,0.0010000000474974513
1.0,0.002735040383413434,1.0,7.291551446542144e-05,0.0010000000474974513
1.0,0.0012719044461846352,1.0,7.260998972924426e-05,0.0010000000474974513
1.0,0.0008129339548759162,1.0,7.098593050614e-05,0.0010000000474974513
1.0,0.0013707351172342896,1.0,6.653089076280594e-05,0.0010000000474974513
1.0,0.0014551160857081413,1.0,6.272397877182811e-05,0.0010000000474974513
1.0,0.0021816689986735582,1.0,6.135317380540073e-05,0.0010000000474974513
1.0,0.0007645487203262746,1.0,6.272400059970096e-05,0.0010000000474974513
1.0,0.0013780423905700445,1.0,5.9177811635890976e-05,0.0010000000474974513
1.0,0.0011769721750169992,1.0,5.554219023906626e-05,0.0010000000474974513
1.0,0.0007230101036839187,1.0,5.3873365686740726e-05,0.0010000000474974513
1.0,0.0009271412272937596,1.0,5.2666448027594015e-05,0.0010000000474974513
1.0,0.0006245048134587705,1.0,5.045377474743873e-05,0.0010000000474974513
1.0,0.0009004716412164271,1.0,4.756312046083622e-05,0.0010000000474974513
1.0,0.000783609866630286,1.0,4.6274242777144536e-05,0.0010000000474974513
1.0,0.0005156142869964242,1.0,4.5149270590627566e-05,0.0010000000474974513
1.0,0.0021771474275738,1.0,4.528337376541458e-05,0.0010000000474974513
1.0,0.0011262723710387945,1.0,4.4739503209711984e-05,0.0010000000474974513
1.0,0.0006825494347140193,1.0,4.2176645365543664e-05,0.0010000000474974513
1.0,0.0009385693701915443,1.0,3.920402377843857e-05,0.0010000000474974513
1.0,0.0008867188589647412,1.0,3.8250393117778e-05,0.0010000000474974513
1.0,0.0006312131881713867,1.0,3.6387835280038416e-05,0.0010000000474974513
1.0,0.002087503904476762,1.0,3.55757620127406e-05,0.0010000000474974513
1.0,0.000682403682731092,1.0,3.325871875858866e-05,0.0010000000474974513
1.0,0.0005739438347518444,1.0,3.2558389648329467e-05,0.0010000000474974513
1.0,0.000757627363782376,1.0,3.20890212606173e-05,0.0010000000474974513
1.0,0.0004774911212734878,1.0,3.144084621453658e-05,0.0010000000474974513
1.0,0.0006271051242947578,1.0,3.0166844226187095e-05,0.0010000000474974513
1.0,0.0005522908759303391,1.0,2.958572076749988e-05,0.0010000000474974513
1.0,0.0009703718242235482,1.0,2.8237216611159965e-05,0.0010000000474974513
